username,Average,Median,Mode,Max,Min,Below 100
SugarBowlNola,1181.919191919192,313.0,141,62288,141,1370
SupaScoob,721.0,721.0,141,1301,141,1370
SusanBaroness,121.0,121.0,121,121,121,1370
SutterHealth,115.0,49.0,47,497,46,1370
SwiftKey,89.08333333333333,84.0,53,156,53,1370
SydDivineTarot,6045.86,2468.0,729,67147,729,1370
SydneyMetro,50.0,50.0,50,50,50,1370
TAXIMusic,86.5,86.5,51,122,51,1370
TDA4advisors,160.33333333333334,107.0,88,443,88,1370
TDANetwork,275.0,166.5,87,959,87,1370
TDAmeritrade,222.625,171.0,87,450,87,1370
TDNews_US,233.0,233.0,233,233,233,1370
TDPresentsYT,1513.280487804878,402.0,183,50155,99,1370
TD_Canada,180.28,122.0,89,647,85,1370
TD_Careers,104.6,96.0,93,139,93,1370
TD_Place,184.1578947368421,146.0,87,538,87,1370
TFEATS,140.5,140.5,85,196,85,1370
TGR_WEC,496.8146167557932,352.0,247,7175,3,1370
THE__MONSTER,232.0,232.0,229,235,229,1370
THudson_321,89.0,89.0,81,97,81,1370
TKOCBS,648.0,648.0,648,648,648,1370
TK_MiddleEast,4.508196721311475,4.0,3,14,0,1370
TOYOTA_GR,1306.5555555555557,1419.0,259,2133,259,1370
TRVLRSseries,361.1261261261261,250.0,305,3135,47,1370
TW1906,415.0,415.0,415,415,415,1370
TWFTonyWilliams,1106.8461538461538,671.0,173,4573,173,1370
TacoBellCanada,169.0,159.0,159,189,159,1370
Tahzh_,221.0,154.5,124,574,124,1370
TalbotsOfficial,41.0,41.0,41,41,41,1370
TallBoyzIsAShow,231.125,91.5,41,1618,41,1370
TalosSecurity,11.4,3.0,4,214,0,1370
TankWilliams13,397.9166666666667,191.0,118,1373,118,1370
Target,3982.2924528301887,251.5,110,288909,66,1370
TargetCareers,253.0,253.0,253,253,253,1370
TargetCenterMN,203.6969696969697,108.0,84,1664,67,1370
TargetDarts,253.7992565055762,112.0,68,3013,66,1370
TargetNews,189.95378151260505,135.5,84,2465,66,1370
TargetOvarian,473.8333333333333,109.5,70,2235,70,1370
TeamCoachBuzz,417.50671140939596,276.0,172,3940,111,1370
TeamLou23,283.0,228.5,123,558,123,1370
TechNetUK,154.0,154.0,56,252,56,1370
TedStryker,7194.5,7194.5,2066,12323,2066,1370
TerranceWill2,339.8,287.0,119,603,119,1370
Tesco,637.185606060606,96.0,42,37066,41,1370
TescoBankNews,41.0,41.0,41,41,41,1370
TescoIrl,116.56521739130434,80.0,46,428,43,1370
Tesla,28193.93023255814,21635.0,21,176441,21,1370
TeslaBoySound,9.5,9.5,8,11,8,1370
Tesla_Asia,1962.1923076923076,321.0,110,25696,110,1370
ThaMonstar,113.0,113.0,113,113,113,1370
ThatBoyCurtis,280.85714285714283,219.5,123,852,123,1370
TheAACars,0.7212389380530974,0.0,0,3,0,1370
TheAA_UK,53.64383561643836,1.0,1,1520,0,1370
TheAAie,4.268817204301075,1.0,0,114,0,1370
TheArcUS,68.25,69.5,61,73,61,1370
TheBodyShop,452.75555555555553,63.0,44,16100,41,1370
TheBodyShopIND,135.0735294117647,94.5,42,663,41,1370
TheBodyShopSA,87.33333333333333,89.0,44,131,44,1370
TheBodyShopUK,113.32624113475177,62.0,41,1716,41,1370
TheBodyShopUS,44.5,44.5,44,45,44,1370
TheChampions,521.9597701149426,274.5,158,9728,121,1370
TheCurrentCBC,150.53333333333333,68.0,49,6780,41,1370
TheFlaBar,318.56756756756755,117.0,79,6234,71,1370
TheFreeTradeInn,109.67567567567568,66.5,48,856,44,1370
TheHall,304.44117647058823,140.0,87,4903,80,1370
TheIndyFilm,114.12790697674419,67.5,45,882,41,1370
TheJuanWilliams,305.1,168.5,111,1012,111,1370
TheK_Williams,243.71428571428572,206.5,119,416,115,1370
TheLeadCNN,1675.8320610687024,863.5,498,52744,492,1370
TheNVIndy,132.53703703703704,73.5,48,1185,47,1370
TheReall__6,531.4074074074074,297.0,114,2112,114,1370
TheRekhaSharma,174.03125,107.5,1,6363,0,1370
TheUPSStore,869.1764705882352,274.0,63,8748,63,1370
TheWitcherMS,252.0,252.0,252,252,252,1370
TheWolseley,145.33333333333334,52.0,51,1831,43,1370
TheeBWill,405.7142857142857,286.0,159,780,159,1370
ThomasGouldSF,136.8,113.5,85,256,85,1370
Thresort,216.33333333333334,180.0,137,332,137,1370
Tiffany_Dupont,69.0,69.0,69,69,69,1370
TimHortons,755.1428571428571,195.0,1,32716,0,1370
TimHortonsGCC,16.75862068965517,3.0,1,267,0,1370
TimHortonsMX,2.0,2.0,2,2,2,1370
TimHortonsPH,3.67027027027027,3.0,3,16,0,1370
TimHortonsUS,11.28,11.0,12,20,3,1370
TimWill94,224.0,224.0,224,224,224,1370
TimWilliamsWJZ,261.6666666666667,271.0,144,370,144,1370
Tim_Nwilliams,208.0,208.0,208,208,208,1370
TimesFreePress,57.5,52.5,44,81,44,1370
TomWillz_,358.0,358.0,358,358,358,1370
TommyHilfiger,487.1347607052897,99.5,0,57719,0,1370
TommyHudson15,306.0,306.0,75,537,75,1370
TotalDivas,1059.628205128205,868.0,462,5138,435,1370
TourofBritain,218.44086021505376,176.0,107,860,107,1370
TownofAvonIN,65.66666666666667,53.0,44,123,44,1370
Toyota,691.235807860262,257.0,0,17062,0,1370
ToyotaCanada,12.043795620437956,11.0,6,27,1,1370
ToyotaCenter,80.78247261345852,9.0,3,6291,0,1370
ToyotaEvents,3.1714285714285713,2.0,2,12,0,1370
ToyotaFanZone,2.563053097345133,1.0,0,27,0,1370
ToyotaFinancial,3.1930434782608694,3.0,1,27,0,1370
ToyotaFrance,6.0,6.0,6,6,6,1370
ToyotaGRMX,2.0,3.0,3,3,0,1370
ToyotaID,2.3,2.0,0,6,0,1370
ToyotaLatino,4.25,2.0,0,17,0,1370
ToyotaLibyaFZC,1.4285714285714286,1.0,0,7,0,1370
ToyotaMex,4.0,0.0,0,12,0,1370
ToyotaMotorCorp,437.06976744186045,25.0,13,19917,3,1370
ToyotaMotorPH,12.76923076923077,2.0,0,2016,0,1370
ToyotaNL,2.6666666666666665,3.0,1,4,1,1370
ToyotaPolicy,21.424710424710426,6.0,4,1777,0,1370
ToyotaRacing,205.55353535353535,23.0,22,5264,0,1370
ToyotaResearch,14.633333333333333,13.5,6,27,6,1370
ToyotaSD,4.814340588988476,4.0,4,24,1,1370
ToyotaShowcase,3.41875,2.0,1,24,0,1370
ToyotaSoCal,7.181692094313454,5.0,2,369,0,1370
ToyotaSportsCtr,4.535135135135135,3.0,2,26,0,1370
ToyotaStadiumTX,4.257918552036199,2.0,0,25,0,1370
Toyota_Aus,15.674603174603174,11.0,7,509,2,1370
Toyota_DE,7.333333333333333,5.0,2,15,2,1370
Toyota_Fortuner,18.87704918032787,17.0,26,231,3,1370
Trane_Tech,2.7903225806451615,3.0,4,4,0,1370
TransitPolice,91.62121212121212,62.5,44,1085,41,1370
Travelers,81.48148148148148,54.0,41,644,41,1370
TrayveonW,1819.2666666666667,1039.0,418,11939,418,1370
TrentW71,1698.3333333333333,1144.5,784,3979,784,1370
Trey3Williams,175.0,175.0,175,175,175,1370
TribuneKevin,333.0,333.0,157,509,157,1370
TrillWilliams6,208.33333333333334,168.0,111,551,111,1370
TripleA2,0.0,0.0,0,0,0,1370
TrumpGolfHV,308.2857142857143,97.0,72,907,72,1370
TuckyWilliams,126.75,125.0,121,136,121,1370
TurkishAirlines,736.9166666666666,496.0,66,10822,7,1370
Twitter,16727.387096774193,5715.0,1098,236225,1098,1370
TwitterCanada,2203.3636363636365,1430.0,1030,8369,1030,1370
TwitterCreators,3048.0,1810.0,986,7586,986,1370
TwitterDev,2243.5,2243.5,1678,2809,1678,1370
TwitterEng,6833.0,6833.0,6833,6833,6833,1370
TwitterFashion,4244.5,4244.5,1144,7345,1144,1370
TwitterGaming,9197.073170731708,2659.0,1016,147208,1016,1370
TwitterKorea,14455.333333333334,5311.0,1240,47476,1240,1370
TwitterLive,4741.0,4741.0,4741,4741,4741,1370
TwitterMktg,2076.0,2042.0,1091,3525,1091,1370
TwitterMktgKR,6217.0,6217.0,6217,6217,6217,1370
TwitterMktgMENA,1554.0,1554.0,1554,1554,1554,1370
TwitterMktgSG,2487.0,2487.0,1000,3974,1000,1370
TwitterMktgUK,1357.3333333333333,1341.0,1111,1620,1111,1370
TwitterMovies,10317.964285714286,2991.5,1017,117843,1017,1370
TwitterMusic,13376.829268292682,4872.5,1106,212968,1023,1370
TwitterSafety,2616.3333333333335,1797.0,1173,4879,1173,1370
TwitterSports,4968.4,1593.0,1042,49029,1028,1370
TwitterSupport,2374.076923076923,1857.0,985,6408,985,1370
TwitterTV,5280.708333333333,2147.0,1055,27953,1055,1370
TylerJCameron3,7463.428571428572,2317.5,143,80303,143,1370
TyrellWilliams_,1381.6666666666667,414.5,123,5801,123,1370
UCLAHealth,225.1315789473684,114.5,43,2279,41,1370
UGIndependent,91.46153846153847,66.0,41,211,41,1370
UKRinARM,0.0,0.0,0,0,0,1370
UPS,225.74380165289256,102.0,69,2797,60,1370
UPSAirlines,228.48322147651007,154.0,61,2839,60,1370
UPSPolicy,117.0,90.0,76,256,60,1370
UPS_Canada,274.29411764705884,127.0,63,2631,63,1370
UPS_Europe,66.0,66.0,66,66,66,1370
UPS_Ireland,63.0,63.0,63,63,63,1370
UPS_News,191.1315789473684,82.5,69,4059,60,1370
UPSjobs,83.85714285714286,81.0,62,114,62,1370
USAA,295.1223140495868,17.0,7,9583,0,1370
USAA_help,0.3333333333333333,0.0,0,1,0,1370
USGSA,60.0,60.0,60,60,60,1370
US_GSAR7,83.0,83.0,83,83,83,1370
UTCoachSam,219.0843373493976,174.0,124,1260,111,1370
UnAlbinism,49.25,49.0,47,52,47,1370
Unilever,2653.2380952380954,123.5,60,48120,54,1370
UnileverFoundry,338.6363636363636,243.0,73,1020,73,1370
UnileverSA,195.2,221.0,96,267,96,1370
UnileverUKI,167.5,167.5,55,280,55,1370
UnitedPilots,21.022813688212928,15.0,11,128,0,1370
UnitedRentals,3.310850439882698,1.0,1,87,0,1370
UrbanOutfitters,421.9569288389513,197.0,146,30443,140,1370
VMSportIE,223.8987854251012,79.0,41,6634,41,1370
VWOfficial,234.84615384615384,147.0,147,1315,115,1370
ValsparChamp,144.0,72.0,41,810,41,1370
Vangie4Congress,266.14285714285717,157.0,112,907,112,1370
VenablesBell,290.75,238.0,133,554,133,1370
Venuseswilliams,2367.535714285714,1467.0,1965,13539,132,1370
Verizon,439.247619047619,83.0,45,10838,41,1370
VerizonNews,76.1,58.0,43,240,42,1370
VerizonPolicy,65.33333333333333,52.5,41,120,41,1370
VerizonSupport,229.33333333333334,51.0,49,588,49,1370
VictorBlackwell,3195.1666666666665,1124.5,514,22982,514,1370
VictoryBellRing,167.0,167.0,167,167,167,1370
VictoryCJT,157.0,157.0,157,157,157,1370
VirgilWilliams,218.0,218.0,154,282,154,1370
VirginMediaCorp,167.11111111111111,97.5,49,581,41,1370
VirginMediaIE,125.671875,74.5,41,814,41,1370
VirginMediaNews,112.12925170068027,68.0,43,1002,41,1370
VirginMedia_TV,95.61818181818182,63.0,43,1587,41,1370
VirginiaWms,130.0,130.0,130,130,130,1370
VisualStudio,98.99145299145299,73.0,50,1750,50,1370
VogueWilliams,1031.9333333333334,239.0,117,11951,117,1370
Vonn,879.1111111111111,490.0,124,3804,124,1370
VoteMeijer,690.8333333333334,669.0,210,1215,210,1370
WCYB_Heather,274.7142857142857,203.0,118,560,118,1370
WFInvesting,150.05882352941177,148.5,48,498,43,1370
WHIAANHPI,1.3472222222222223,1.0,1,3,0,1370
WORLDWAD,391.54545454545456,259.5,117,1150,115,1370
WSAZTaylorEaton,118.33333333333333,124.0,62,169,62,1370
WWF,536.3045454545454,348.0,264,13142,141,1370
WWFCymru,1153.6,573.0,162,4005,162,1370
WWFEU,262.35714285714283,179.0,145,971,145,1370
WWFFrance,166.0,166.0,166,166,166,1370
WWFINDIA,970.7777777777778,526.0,242,3048,242,1370
WWFNewZealand,624.3333333333334,249.0,240,1384,240,1370
WWFNorge,182.0,182.0,182,182,182,1370
WWFSouthAfrica,213.5,213.5,150,277,150,1370
WWF_Deutschland,190.5,190.5,174,207,174,1370
WWF_Kenya,267.5,267.5,260,275,260,1370
WWF_streamers,317.0,317.0,317,317,317,1370
WWF_tigers,420.93333333333334,202.0,162,2130,144,1370
WWFnews,162.0,162.0,162,162,162,1370
WalkFree,51.0,51.0,51,51,51,1370
WalkingDead_AMC,2304.2304747320063,1782.0,1061,18363,4,1370
Walmart,313.2866894197952,21.0,1,16791,0,1370
WalmartAction,11.719298245614034,10.0,8,27,1,1370
WalmartCAGaming,105.0259019426457,6.0,1,12163,0,1370
WalmartCanada,9.450511945392492,3.0,3,485,0,1370
WalmartInc,189.46521739130435,19.0,13,30418,1,1370
WalmartWorld,14.167381974248928,13.0,11,164,0,1370
Walmarttech,6.472527472527473,5.0,3,25,0,1370
Wana____,572.0864197530864,126.0,52,9108,41,1370
WeAreCisco,46.44827586206897,43.0,4,493,0,1370
WeAreFreeLions,46.0,46.0,46,46,46,1370
WeAreLenovo,246.0,246.0,246,246,246,1370
WeRRestaurants,77.8,67.0,58,200,42,1370
WebexAhead,11.134453781512605,2.0,1,1315,0,1370
WellsFargo,76.43333333333334,54.0,44,352,41,1370
WellsFargoCtr,228.42335766423358,106.0,42,4687,41,1370
WellsFargoGolf,102.41176470588235,93.0,43,282,42,1370
WesWilliamsII,1094.5,1094.5,126,2063,126,1370
WesternUnion,297.0681818181818,123.5,70,2014,41,1370
WhitmoreJen,223.0,126.0,93,792,85,1370
WhitneyinMT,399.0,399.0,125,673,125,1370
Williaaams45,1495.0,1292.0,478,3104,478,1370
Williams4TN,126.0,126.0,126,126,126,1370
WilliamsBob75,322.8888888888889,170.0,111,1345,111,1370
WilliamsCollege,339.0,339.0,339,339,339,1370
WilliamsEsports,189.3181818181818,159.5,116,465,114,1370
WilliamsForMT,186.7,143.5,117,592,117,1370
WilliamsJon,505.4418604651163,190.0,156,7303,111,1370
WilliamsRacing,819.3937232524964,319.0,128,56977,111,1370
WilliamsSharrie,249.54545454545453,159.0,117,3532,112,1370
WilliamsSonoma,214.9,143.5,111,437,111,1370
Williams_Justin,265.7567567567568,232.0,251,698,111,1370
Williamstweet,246.9090909090909,135.0,111,781,111,1370
WiltsRebecca,157.25,105.0,81,338,81,1370
WinnipegNews,479.55555555555554,118.0,44,1841,44,1370
WorldYMCA,51.38095238095238,51.0,43,78,41,1370
Wx_Isaac,289.0,289.0,289,289,289,1370
WyckoffWilliams,182.5,182.5,160,205,160,1370
YMCAEng_Wales,71.04166666666667,60.0,41,167,41,1370
YMCA_Boston,93.25,95.0,59,124,59,1370
YMCA_Canada,80.66666666666667,71.0,44,127,44,1370
YWCAVAN,296.5,66.0,53,1001,53,1370
YahooPlay,118.0,126.5,49,170,49,1370
YahooSG,256.56666666666666,72.5,41,3036,41,1370
YahooSportAu,79.0,79.0,79,79,79,1370
YahooSportsCFB,205.83446712018142,97.0,41,4192,41,1370
ZachReports,1176.65,240.5,127,15783,127,1370
ZachSWilliams,335.75,169.5,114,890,114,1370
ZackBellPEI,151.0,151.0,151,151,151,1370
ZbyHP,47.0,47.0,46,48,46,1370
_BGR8_,12728.0,12728.0,115,25341,115,1370
_Cameron_Brodie,1134.5,1134.5,526,1743,526,1370
_HudsonYardsNYC,117.0,110.0,71,245,71,1370
_MWil1iams,390.5,390.5,158,623,158,1370
__bbell,248.0,224.0,121,527,121,1370
__lilbooman4,177.57142857142858,174.0,113,253,113,1370
_blessed_23,464.125,430.0,278,657,278,1370
_demiwilliams,357.1666666666667,242.0,134,909,134,1370
_ejda1,2108.0857142857144,495.0,201,50698,149,1370
_mte3,264.9,167.0,144,759,67,1370
_trickwilliams,316.0,312.5,249,390,249,1370
aa_kurumsal,1.6363636363636365,2.0,3,3,0,1370
aa_spor,1.2222222222222223,1.0,0,3,0,1370
aaroadwatch,2.9006968641114983,1.0,1,196,0,1370
aarpiowa,135.4,141.0,68,225,68,1370
abewilliamsdp,3883.285714285714,405.5,429,45761,129,1370
abovethestag,89.66666666666667,83.0,70,131,70,1370
acerID,133.0,110.0,42,270,42,1370
adamwilliamsTV,174.66666666666666,120.0,113,291,113,1370
aeneas35,459.6,225.5,116,1446,116,1370
airasia,231.38418079096044,137.0,98,3910,82,1370
airtelbank,5342.2959183673465,5184.5,141,10713,141,1370
airtelindia,615.5773195876288,221.0,125,13872,106,1370
airtelrw,294.0,128.5,108,952,108,1370
ajwilliams23,715.4545454545455,494.5,123,2141,123,1370
alankellylabour,207.09259259259258,159.0,89,1174,86,1370
alcoatheband,9.4,2.5,1,98,0,1370
alexwilliams282,846.0,846.0,846,846,846,1370
aliahonair,711.2857142857143,175.0,297,7489,129,1370
amandashires,963.2461538461539,612.0,171,11489,147,1370
amandwms,272.0,272.0,272,272,272,1370
amazon,872.9565217391304,380.5,280,7991,236,1370
amazonIN,884.8891891891892,503.5,288,35728,236,1370
amazon_policy,421.0,421.0,421,421,421,1370
amazonbooks,396.875,368.0,251,616,251,1370
amazongames,1665.3529411764705,697.0,273,7117,273,1370
amazonluna,510.25,289.0,262,1881,262,1370
amazonmusic,2791.3856,678.0,339,280485,236,1370
amazonnews,473.36842105263156,281.0,272,2594,238,1370
amazonwatch,521.2105263157895,375.0,250,1584,250,1370
amctv_br,8.8,5.0,0,26,0,1370
amctv_es,19.727272727272727,10.5,5,71,0,1370
amctv_la,14.5,2.0,0,69,0,1370
amfam,17.44866920152091,1.0,1,579,0,1370
ampcalgary,1565.0,1363.5,916,2617,916,1370
amwayindia,174.96296296296296,154.0,129,338,114,1370
anapaularenault,761.0,536.5,54,1917,54,1370
andrecisco7,611.0,611.0,611,611,611,1370
andybell5news,618.5,532.0,152,1489,152,1370
angellicabell,192.0,192.0,192,192,192,1370
arc_gov_au,92.66666666666667,95.0,60,125,60,1370
arenaracingco,99.45454545454545,94.0,94,185,59,1370
ariellefree,126.96774193548387,73.0,48,474,46,1370
armengage,14.410344827586206,1.0,1,858,0,1370
armnewsteam,0.7419825072886297,1.0,1,1,0,1370
asda,1512.8942307692307,57.5,41,137788,41,1370
ashleyforAR,562.5,562.5,182,943,182,1370
ashleynicwill,485.85,312.5,227,6303,113,1370
ashwilliams1,433.36,226.0,128,2796,111,1370
astroonline,97.15384615384616,64.0,44,280,44,1370
astrotraffic,99.4,100.0,49,164,49,1370
asus_ch,5.0732984293193715,3.0,1,39,0,1370
asusbr,0.0,0.0,0,0,0,1370
asusde,3.0,3.0,3,3,3,1370
asusrogde,54.0,10.0,1,350,0,1370
audrawilliams,3394.809523809524,320.0,115,34637,115,1370
augiwilliams,318.2,171.0,120,870,120,1370
austinwilliamsw,212.75,159.0,115,618,115,1370
austinxwill,3724.8,398.0,115,25175,115,1370
avalon_emerson,449.0,449.0,449,449,449,1370
avivaloeb,61.5,61.5,60,63,60,1370
avivaplc,101.25,81.5,67,233,66,1370
avivash,717.0,717.0,717,717,717,1370
avonworldwide,983.6666666666666,174.5,72,5930,72,1370
awscloud,1666.375,469.5,238,9024,238,1370
axainsurance,368.0,368.0,368,368,368,1370
azuread,127.02380952380952,76.5,56,1624,50,1370
bar_tv,290.8,119.0,73,1024,73,1370
barandbench,297.5025536261491,134.0,76,7195,67,1370
bayer04_en,756.5973214285714,317.0,207,44657,181,1370
bayer04_es,530.3571428571429,358.5,189,1246,189,1370
bayer04fussball,514.7777777777778,262.5,183,1844,183,1370
bayer_julia,689.5,638.5,363,1118,363,1370
baylyjoanne,160.5,160.5,136,185,136,1370
bcameron7,154.0,154.0,154,154,154,1370
belk,324.2307692307692,198.0,213,2307,48,1370
bellmelissa778,117.0,117.0,117,117,117,1370
ben_cameron,517.0566037735849,220.0,142,5611,138,1370
berghain,82.4,73.0,70,123,70,1370
bicmuller,2183.25,1906.5,1610,3310,1610,1370
big_ave21,248.0,248.0,248,248,248,1370
billemerson,4.0,4.0,4,4,4,1370
billjcameron,334.6666666666667,296.0,186,522,186,1370
bing,183.92028985507247,71.5,56,8451,50,1370
bizzyems,19.023809523809526,3.0,2,518,0,1370
bjsrestaurants,84.5,84.5,53,116,53,1370
blackberrysmoke,37.66216216216216,22.5,1,283,0,1370
blwilliamsmedia,256.0,256.0,256,256,256,1370
boyerweathers,173.0,168.0,146,213,146,1370
bradleywyros,62.0,62.0,62,62,62,1370
branwilliams,13217.888888888889,12792.0,541,35188,541,1370
brennawilliams,1046.6666666666667,119.0,116,2905,116,1370
bridge_oracle,2895.4,858.0,729,6667,729,1370
bridsmithTD,298.9107142857143,177.5,89,2334,86,1370
brionymaybakes,415.37951807228916,253.5,160,3960,111,1370
bucksfreepress,52.5,52.5,44,61,44,1370
bw51official,1449.9615384615386,403.0,115,5904,115,1370
bwilliamsmusic,1801.5,1801.5,447,3156,447,1370
bwillmedia,457.85714285714283,356.0,164,1255,164,1370
cam_ekanayake,231.0,231.0,231,231,231,1370
cam_joseph,1963.0,218.0,144,9394,144,1370
cam_norrie,522.5384615384615,357.0,142,3406,142,1370
cam_pring,327.0,327.0,154,500,154,1370
cam_scarlett11,172.0,172.0,172,172,172,1370
camdasilva,1401.1404958677685,269.0,141,65147,139,1370
camduke20,1077.0,1077.0,1077,1077,1077,1370
cameron,1186.0588235294117,837.0,159,2608,159,1370
cameron_adams,370.09090909090907,279.5,152,1937,152,1370
cameron_edge2,287.14285714285717,204.0,150,673,150,1370
cameron_tiff,453.7906976744186,259.0,146,1981,141,1370
camerondallas,7163.315789473684,5410.0,970,27706,970,1370
camerondickqld,237.125,160.0,152,591,139,1370
cameronesposito,1345.633064516129,648.0,164,39247,138,1370
cameronhurley,1380.3333333333333,464.0,150,7861,150,1370
cameronpercy1,14275.5,543.5,192,55823,192,1370
cameronsalerno1,249.42857142857142,216.5,185,572,139,1370
cameronscheetz,617.3695652173913,259.5,158,10940,141,1370
cameronstrang,197.83333333333334,160.5,143,393,143,1370
camjordan94,1005.0535714285714,490.0,147,7812,138,1370
camluke,187.0,187.0,187,187,187,1370
cammalveaux,258.0,258.0,180,336,180,1370
cammeyercyclist,366.3333333333333,232.0,175,692,175,1370
cammmyd,11390.0,11390.0,566,22214,566,1370
cammyorr95,182.66666666666666,151.0,145,252,145,1370
camogreen11,178.0,178.0,167,189,167,1370
campayne,2418.0,2418.0,2418,2418,2418,1370
campostfilm,291.25,294.5,154,422,154,1370
campricenews,150.0,150.0,150,150,150,1370
camrhamilton,2076.5714285714284,386.0,146,16901,146,1370
camronmitchell,143.0,143.0,143,143,143,1370
camsmith9,504.9714285714286,303.0,147,1387,140,1370
camstewarttheoz,1328.5,1328.5,363,2294,363,1370
candacecbure,663.5910780669145,376.0,212,18791,139,1370
canstrongfree,70.0,70.0,61,79,61,1370
casinclair,358.14285714285717,274.0,140,893,140,1370
casshudson,112.5,96.0,79,179,79,1370
cathmartingreen,243.73214285714286,144.0,91,3367,85,1370
cbc_life,263.0,100.0,100,912,44,1370
cbcbooks,119.94871794871794,75.5,48,844,41,1370
cbcdocs,252.91176470588235,62.5,41,7314,41,1370
cbcgem,985.6060606060606,109.0,51,10533,42,1370
cbcideas,69.9375,53.0,41,217,41,1370
cbcmarketplace,90.125,72.0,48,373,41,1370
cbcnewsbc,210.49078341013825,85.0,45,13083,41,1370
cbcnfldmorning,41.0,41.0,41,41,41,1370
cbcotttraffic,76.47169811320755,61.0,59,285,41,1370
cbcpodcasts,89.6951219512195,55.5,43,619,41,1370
cbcradio,191.3,75.0,70,2455,41,1370
cbcsports,221.34225621414913,87.0,41,14214,41,1370
cdrummond97,359.0,359.0,235,483,235,1370
cero,536.0,536.0,536,536,536,1370
ch9,134.9387755102041,76.0,62,2213,51,1370
ch_skysports,644.0,644.0,644,644,644,1370
chanelwestcoast,2074.0,2074.0,2074,2074,2074,1370
chantellecam,340.0,340.0,340,340,340,1370
chasepwilliams,410.2291666666667,218.5,135,3727,111,1370
chomicide,228.3709677419355,155.0,116,1470,113,1370
chrisandrews64,259.07142857142856,112.5,112,1421,86,1370
chriswnews,150.4,149.0,115,178,115,1370
chudson,169.75,123.0,81,352,81,1370
ciscoDC,2.9212903225806452,3.0,3,76,0,1370
cisco_in,10.305626598465473,2.0,3,1097,0,1370
ciscoapac,2.645528455284553,2.0,0,305,0,1370
ciscomiddleeast,1.8660578386605784,1.0,0,110,0,1370
cj_teague,259.3333333333333,186.0,173,419,173,1370
cjhunt78,466.0,466.0,466,466,466,1370
ck3thethrill,289.72727272727275,260.0,145,628,145,1370
clairecameron,188.0,188.0,188,188,188,1370
climateWWF,405.375,255.5,146,2094,146,1370
cnnbrk,1689.1938012112576,947.0,509,42185,492,1370
cnni,1309.8359133126935,776.5,528,32913,492,1370
cnnphilippines,1933.7713004484306,988.0,606,35122,493,1370
cnnsport,1691.5087719298247,833.0,718,20249,494,1370
coachmikebayer,631.3333333333334,467.0,222,1777,222,1370
coachwaltbell,356.47457627118644,188.0,113,1298,107,1370
coachwill347,120.66666666666667,116.0,115,131,115,1370
coloradan,954.0,954.0,954,954,954,1370
comcast,131.76190476190476,53.5,50,1193,41,1370
comcastbusiness,297.30232558139534,149.0,52,1172,48,1370
comcastcareers,62.0,54.0,54,104,41,1370
continentaltire,69.9622641509434,54.5,45,289,41,1370
corkindo,59.55555555555556,55.0,42,85,42,1370
cpolom,432.5,432.5,351,514,351,1370
craig4monty,154.0,144.0,135,183,135,1370
creedcnw,175.91304347826087,136.0,90,745,89,1370
crising7,1582.0,1582.0,326,2838,326,1370
crystalbell,872.5251141552511,322.0,112,12138,107,1370
crystalrhudson,315.5263157894737,115.0,71,1969,71,1370
csapac,43.0,43.0,43,43,43,1370
cvmeron_perry,5509.0,1681.0,321,14525,321,1370
cvspharmacy,739.8947368421053,68.0,50,11650,41,1370
cwilliams13abc,265.6666666666667,213.0,113,471,113,1370
cwilliams2k4,124.0,124.0,124,124,124,1370
cwilliams400,191.75,192.0,118,265,118,1370
cwilliamsKSL,223.0,132.0,114,753,114,1370
cwillkl80,164.0,164.0,164,164,164,1370
danney_williams,1242.923076923077,856.0,145,4869,145,1370
darealmike_dub,590.2857142857143,448.0,118,1278,118,1370
darrelwilliams_,1873.4137931034484,696.0,172,23083,172,1370
dawnhudson,138.75,134.5,93,193,93,1370
daybreaknorth,45.0,45.0,45,45,45,1370
deathbombarc,144.8653846153846,94.0,62,750,59,1370
delaneywilliams,181.0,181.0,181,181,181,1370
devonwillliams,343.0,343.0,343,343,343,1370
didychrislito,116.67142857142858,79.5,61,956,44,1370
diodesign,193.0,193.0,193,193,193,1370
dj45williams,383.07142857142856,197.0,135,1331,114,1370
djaycameron,1415.25,417.0,160,4667,160,1370
domenergysc,353.0,353.0,353,353,353,1370
donnie_shell,606.3333333333334,762.0,239,818,239,1370
dsw_intl,172.75,87.5,44,472,44,1370
duncanbell3,270.6,189.0,141,487,141,1370
dwilliamsjudo,176.0,176.0,176,176,176,1370
dwpoker,323.10526315789474,256.0,128,982,111,1370
eatoncorp,71.5,71.5,69,74,69,1370
eatonsam,63.0,63.0,63,63,63,1370
ebonyonair,332.5,230.0,210,660,210,1370
eclarridge,6.4,1.5,0,136,0,1370
ecwilliams30,680.0,680.0,299,1061,299,1370
elliotcwilliams,818.4285714285714,510.5,136,2550,136,1370
emersongreg,1.5757575757575757,1.0,1,5,0,1370
emersonhart,3.5,3.0,2,6,2,1370
emersonpalmieri,10909.648148148148,8960.0,1924,33258,1924,1370
emersonpancieri,2.0,2.0,2,2,2,1370
emilieeaton,80.66666666666667,77.0,60,105,60,1370
emilybell,383.4,167.0,107,1705,107,1370
emmofittipaldi,1229.6666666666667,1283.0,340,2066,340,1370
eric_d_williams,212.0,171.5,119,560,115,1370
ericakland,1610.6666666666667,161.0,45,13176,45,1370
